text,cluster
"this is another take on my ""coffee lovers bark"" just for the diehard coffee fan.
great for coffee lovers and gift giving!!!",0
"this came from 39 fabulous outdoor grill recipes. i have not tried this recipe, just posting for future use!",4
wrap an asian-inspired chicken filling in a flaky crescent crust,1
we tried this wonderful chilled soup at the grand floridian resort in disney world. my daughter absolutely loved it! i came across this recipe on a site that lists recipes from disney.,4
"a quick and hearty, ooh soo flavorful one dish meal!",6
"craving cookies, but don't feel baking?  here's a quick fix...it's like a giant soft cake-like cookie.  from the wonderful blog, no. 2 pencil with a few minor changes (http://number-2-pencil.blogspot.com)",2
"oh dear, this can be addictive, depending on your personal tastes!! the real thing can only be made with african birds' eye chilis, but there is not that much difference between a good red hot pepper and an african birds' eye chili! i made up this recipe yesterday (cut from our local femina magazine of april 09). i added a few extra hints here. by the way, shrimps and prawns are the same thing, except we call tiny shrimps, ""shrimps"" (lol!) and the larger shrimps which range in size to jumbo or king prawns, ""prawns""!! lol!  also, this is not a dish for icky-picky eaters. the prawns are cleaned as usual, but not peeled. you can order your heaped plate of lm prawns with peri-peri sauce in mozambique, especially in the capital, maputo ... (use your atlas, patricia!). this sauce is ideally used with large shrimps caught in the open sea -- not the sickly, tastless ""farmed"" shrimps. it is served heaped on a plate, with rice. you can peel it yourself, but the heads can safely be crunched ... usually, if ordered, they ask you whether you want ""hot"", ""medium"", ""mild"", or with lemon butter. the lemon butter is for nerds, naturally, lol!! you can use the entire recipe to throw in the pan and fry the prawns in, or as i do, skim off oil from the sauce mixture and fry the prawns in that, and then serve the rest of the sauce as a dipping sauce. damp cloths and bowls for peels needed ... ! (lm prawns in this case refers back to the time when the portuguese ruled mozambique, and maputo was called lourenço marques).",3
"if you can't decide between red sauce and alfredo sauce, this recipe gives you the best of both worlds with a reduction in calories.  it is a quick and easy pink sauce as delicious as your favorite italian restaurant. ragú® recipe contest entry",3
"fall time is pear time.  such a nice blend of flavors to warm your tummy. you may top this off with crumbled feta cheese, or blue cheese.",5
"i love fried onion rings...and mushrooms, and zucchini, and...and...lol! here's a no-fail recipe that i came up with that i'm sure you'll like! i love these served with ranch dressing for dipping, burgers and a frosty mug of ice cold beer! cheers!",3
"i don't know where this recipe came from, i found it handwritten in my file.  i haven't tried it yet, but can tell from the ingredients my family will love it.  although the recipe doesn't call for any cheese on top, i think provolone would be wonderful!",3
"these mock ""hamburger"" buns are amazingly bread-like in texture (and taste!) and are suitable for all phases of the dukan diet! once completely cool, seal them in a ziplock storage baggie or a tupperware over night. they will totally change their consistency, to something much more like bread - a softer texture that is nice and chewy. while warm they are crumbly and similar to cooked meringue - but don't let this fool you! since the sides that were facing the pan are perfectly flat, you use these to spread things on, or make sandwiches, or even as a burger bun! my favorite is spreading cream cheese on both sides (like a sandwich) and stuffing with a freshly poached egg...delish!",2
pasta for all seasons,3
this is a family favourite. it's not fancy but it sure is good and there are very few dishes to clean up afterwards -- a definite bonus for me!,6
this is a great quick weeknight meal.  it only takes me about 20 minutes to put this together from start to finish and we all love it.,6
this recipe is from the canadian cheese company. excellent! i use only 1/3 of a package of linguine cut the cheese in 1/2 and leave the rest of the ingredients the same for a saucy meal for 2.,4
"while searching for a new recipe,
this one l-i-t-e-r-a-l-l-y jumped out at me!
ham, peas, low fat...could it be, true!
changed recipe slightly to suit our tastes too!",4
this is adapted from an old toh quick cooking recipe that has saved my tail many times. i keep them on hand in the freezer for those crazy busy times when i don't have time to cook.,6
"i found this on southernfoods.about.com and hope to try it soon. if it turns out well the first time that i make it, i don't see any reason why you couldn't make up a few ziplock bags including the rice for storage.",1
this recipe gives rissoles a new lease of life.,4
"a standard russian peasant dish handed down from my great-grandfather. nothing fancy, but i haven't met anybody yet who doesn't like it. great on chilly days. (note: my family used to add a dab or two of butter to their plates, but that's optional.)",6
